batch_number,swipe_file_name,product_category,platform,ad_id,authority_used,copy_tone,cta_type,cta_urgency,duration,emotional_journey,format_type,hook_strength,hook_type,hook_verbatim,mechanism,notes,objection_handling,offer_mentioned,overall_score,pacing,problem_identified,product_type,social_proof_elements,standout_element,visual_style,weaknesses
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(68).mp4,None,"Conversational, Empathetic, Aspirational","Implied ""Shop Now"" / ""Buy for Mother's Day""",Yes - The urgency is tied to an upcoming holiday (Mother's Day) and a massive limited-time discount.,71,Frustration → Empathy/Aspiration → Validation/Proof → Excitement/Action,"UGC, Talking Head, Testimonial, Before/After",4.5,Pattern Interrupt,"""Say it with me guys, we are not giving our mom chocolates and flowers this year, okay?""","The creator simply refers to it as a ""rejuvenating eye device"" and assures the viewer that ""the science behind it is sound.""","The text overlays are well-timed and emphasize key emotional words. The creator's delivery is incredibly natural; she sounds genuinely passionate about the product, which is the hallmark of top-tier UGC. The inclusion of a photo of her dad wearing it adds a great touch of lighthearted humor.","Addresses skepticism regarding whether beauty devices actually work by showing visual proof (before/afters), mentioning that ""the science is sound,"" and citing positive reviews.",70% off for Mother's Day,8.5,Fast,"Giving boring, cliché, and short-lived gifts for Mother's Day; moms feeling insecure about their appearance and complaining about how they look in photos.",Wearable beauty/skincare device (Eye Rejuvenator),"Photos of her mom and dad wearing the device, Mention that ""hundreds of women have tried"" it, Claim that the ""reviews are just insane,"" Clear Before/After photo comparison (Day 1 vs. 14 days later)","The emotional framing. Instead of just selling a skincare tool, the creator sells the *feeling* of giving your mom ""confidence."" The line, ""I hate hearing my mom complain about how she looks in photos,"" is an incredibly powerful, relatable emotional trigger for daughters.","Raw/authentic, UGC style","The brand name and the actual name of the product are never spoken aloud or clearly shown in text. Additionally, the ad completely skips explaining *how* the device works (e.g., LED light, massage, heat), which might leave analytical buyers wanting more info."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(69).mp4,AI-generated expert/doctor avatar,Aggressive,Unknown,No,54,Problem → Hope → Solution,"AI UGC, Doctor Avatar, Talking Head, Text-on-screen",4.0,Problem Agitation,"""YOUR UTERUS, CHUBBY BELLY,""",Unknown,The video features an AI-generated expert/doctor avatar in what appears to be a clinical or lab setting. The hook is very direct and focuses on problem agitation. The overall quality of the AI avatar seems good based on the still image.,None,None,6.0,Medium,"Weight gain, bloating, or hormonal imbalance",Supplement for weight/bloating/hormonal balance,None,Direct and bold problem identification in the hook.,"Clinical/Lab setting, well-lit",The mechanism of action and product benefits are not clear from the visible content. No clear CTA or offer visible.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(70).mp4,"Dr. James M. Kilgour, MD, Stanford-trained dermatologist","Educational, Clinical/Scientific",Take a free 60-second scalp age assessment,Yes - a countdown timer is shown for the promo code,340,Frustration (failed treatments) → Education (understanding scalp aging) → Hope (clinical proof) → Action (take assessment),"Doctor Avatar, Talking Head, Voiceover + B-roll, Text-on-screen, Before/After, Testimonial",5.0,Pattern Interrupt,"""One of the biggest sign you can still regrow your hair during menopause 😍""","Addresses scalp aging, which depletes the sulfotransferase enzyme needed for traditional treatments like minoxidil to work. The two-serum system reverses scalp aging and speeds up visible regrowth.","The ad effectively builds authority through the doctor figure and clinical trial specifics (e.g., counting hairs one by one). The combination of scientific animations and real-world testimonials creates a strong, persuasive narrative.","Explains why minoxidil fails (enzyme depletion), highlights lack of side effects compared to oral minoxidil, and removes financial risk with a 90-day guarantee.","Special discount unlocked via quiz, 90-day money-back guarantee",8.0,Fast,Menopausal hair loss and thinning,Two-step topical scalp serum system,"Clinical trial data, before/after photos, user testimonials, endorsements from a nutritionist and a hairdresser, media features (Marie Claire, Vogue, Daily Mail, Women's Health)","The scientific explanation of the sulfotransferase enzyme depletion provides a compelling 'reason why' past treatments failed, making the new solution highly logical.",Clinical mixed with UGC and high-quality 3D animations,"At over 5 minutes, the ad is quite long, which risks audience drop-off before reaching the final call to action."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(71).mp4,"Professional esthetician administering the treatment in a clean, clinical spa setting.","Conversational, Aspirational",Book Now,Yes - Text on screen states 'FEW SLOTS LEFT' and 'ONLY FEW SLOTS LEFT'.,44,Desire for natural beauty → Relief (finding a pain-free option) → Amazement (immediate results) → Action,"Testimonial, Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo",3.0,Transformation Promise,"""And it gives you like a like a NATURAL glow.""","A non-surgical facial treatment utilizing a specialized handheld wand device to lift, tighten, and rejuvenate the skin.","This ad is highly effective due to its use of a perfectly cast, age-appropriate spokesperson who delivers a believable testimonial. It successfully contrasts the relaxing nature of this specific treatment with the pain and downtime of traditional facelifts, directly handling major customer objections. The combination of a steep discount and scarcity elements creates a compelling drive toward the call to action.","Directly addresses common fears of cosmetic procedures by explicitly stating it is 'PAIN-FREE', has 'NO DOWNTIME', and is 'just relaxing' compared to invasive options.","Special offer of $79.95, explicitly stated as being valued at $399.",8.0,Medium,Aging skin and the desire for a youthful appearance without the pain or downtime of invasive surgery.,Non-surgical facelift treatment / Medspa service,"Authentic customer testimonial featuring 'Hilary, age 63', who shares her personal experience and visible results.",The highly authentic and relatable testimonial from a 63-year-old woman who perfectly embodies the 'natural aging' aesthetic that the target demographic likely desires.,"Bright, clean, and relaxing spa-like aesthetic.","The video starts abruptly mid-sentence, which can be slightly jarring, and the specific technology or brand name of the treatment is kept vague."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(72).mp4,Dermatologist friend,"Conversational, Educational",Click the orange cart to check reviews and buy,No,82,Insecurity → Hope → Education → Desire → Action,"Talking Head, Product Demo, Before/After, Text-on-screen",4.0,Transformation Promise,"""Today I'm gonna share with you how I got rid of the hyperpigmentation and those dark spots out of my face with just nine dollars""","Uses Alpha Arbutin and Tranexamic Acid to fade marks, acne scars, and age spots.","The ad effectively mimics a genuine UGC review, whether real or AI-generated. The script is well-structured, hitting key marketing points: relatable problem, authority recommendation, ingredient education, objection handling (hydration), and a strong price offer.",Addresses concerns about drying acne treatments by emphasizing it is hydrating and leaves a nice sheen.,Special discounted price of $9,8.0,Medium,Hyperpigmentation and dark spots,Tone serum,Before/after photo,"The hook is very strong, immediately combining a major pain point (hyperpigmentation) with a highly accessible price point ($9).",Raw/authentic,"The before picture is presented as a simple, somewhat clunky overlay rather than a smooth transition."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(73).mp4,None,"Conversational, Urgent",Buy from the orange cart.,"Yes - ""grab it while you can because this stuff will be selling out, I promise.""",99,Problem → Curiosity → Education → Proof → Urgency → Action,"Talking Head, Product Demo, Testimonial",5.0,Transformation Promise,"""I am gonna tell you how I got rid of my melasma, my dark spots, my hyperpigmentation with just one product for nine dollars.""",The serum uses a combination of Tranexamic Acid and Alpha Arbutin to target and erase skin discoloration.,"The ad is perfectly tailored for TikTok Shop, utilizing the 'Korean skincare secret' angle and a strong scarcity close. The fast-paced editing and casual storytelling keep the viewer engaged throughout.",Addresses potential disbelief that a $9 product works by showing her bare skin close up with no makeup or beauty filters as proof.,$9 price point.,8.0,Fast,"Melasma, dark spots, hyperpigmentation, and acne marks.",Korean dark spot correcting serum,"Personal endorsement, recommendation from a Korean friend, claims of going viral on TikTok Shop.",The immediate pairing of a severe skin issue (melasma/hyperpigmentation) with an extremely low-cost solution ($9) in the first 5 seconds.,"Casual, authentic UGC style shot in a bedroom setting.","The creator mispronounces the brand name (calls 'numbuzin' 'Nida'), which might confuse viewers trying to search for it outside the app."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(74).mp4,None,"Conversational, Empathetic",None explicit,"Yes - mentions the product frequently sells out, creating scarcity.",71,Problem Agitation → Solution Introduction → Proof/Explanation → Urgency/Desire,"Talking Head, Text-on-screen, Before/After, Product Demo",4.0,Problem Agitation,"""If I were a bikini model and I had a shoot coming up in four weeks, but I struggled with terrible hyperpigmentation""","It exfoliates dead skin to remove the buildup that traps hyperpigmentation, while Kojic acid and Turmeric simultaneously brighten and even out the skin tone.","The video utilizes a very casual, in-bed setting which enhances the authentic, 'friend-to-friend' UGC feel. The script uses relatable, slightly edgy language ('shit stains') to connect with the target audience. The pacing is quick and continuous, which helps maintain viewer retention.",None,None,7.0,Fast,"Body hyperpigmentation and dark spots (e.g., dark underarms)",Body peel spray,"Before/after photo, verbal mentions of friends and other users on the app swearing by it","The unique 'bikini model' roleplay hook creates an immediate sense of high stakes and urgency for a common skincare issue, grabbing attention effectively.","Raw/authentic, casual UGC","The ad lacks a direct Call to Action at the end, leaving the viewer without clear instructions on where to purchase the product."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(75).mp4,None,"Conversational, Educational",use my code KES20 to get a flat 20% off your purchase,No,64,Curiosity → Education → Desire → Action,"Talking Head, Product Demo, Text-on-screen",4.0,"Curiosity Gap, Question","""y'all must have heard of snail mucin extracted from snails, used in skincare""","The product utilizes PDRN (polydeoxyribonucleotide) derived from purified salmon DNA, acting as a ""medical grade biosimulator"" to regenerate skin at a cellular level, combined with Bakuchiol, a plant-based retinol alternative.","The production quality is standard for modern TikTok/Reels UGC, utilizing quick cuts and dynamic, easy-to-read text overlays that match the audio perfectly. The creator's delivery is energetic and articulate, making the ""science"" portion easy to digest. However, the background (a large, busy painting) is slightly distracting, though it contributes to the authentic, non-studio feel of the video.","It addresses the fear of skin irritation by highlighting Bakuchiol as an alternative that works ""without the irritation often associated with retinol."" It also addresses texture concerns by stating the product is ""non-greasy and suitable for all skin types.""",A flat 20% discount using a specific promo code.,7.0,Medium-Fast,"Aging skin, fine lines, poor skin texture, and the need for skin repair and collagen stimulation",Face Serum,None,"The initial hook introducing ""salmon DNA"" as a skincare ingredient is highly memorable because it sounds bizarre yet intriguing, effectively hooking the viewer to learn more.","Raw/authentic, casual lifestyle UGC","The ad relies entirely on the creator explaining the science but lacks any visual proof, such as before/after photos or testimonials, to substantiate the strong anti-aging and skin repair claims."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(76).mp4,Brand founder mentioning research laboratory and chemist,"Conversational, Confessional",None,No,47,Confession/Secret → Problem Agitation (losing facial elasticity) → Solution Reveal → Scientific Validation/Authority,Talking Head,5.0,"Curiosity Gap, Pattern Interrupt","""Okay, don't tell my husband, but I did the shot. I did the GLP-1 for a couple months.""","Proprietary human stem cell technology. The hero ingredient is a human stem cell byproduct derived from an actual research laboratory in the US, which is shipped frozen to the brand's chemist to maintain potency.","The script structure is incredibly smart for capturing a specific demographic. The delivery is natural and feels like a friend sharing a secret, which builds immediate trust. Adding a text overlay with a CTA at the end would significantly improve its performance as an ad.","Indirectly addresses skepticism by emphasizing clinical-grade, frozen-shipped human stem cell byproducts.",No,8.0,Medium,Loss of facial elasticity and volume due to rapid weight loss (Ozempic face),Face Serum,None,"The brilliant marketing angle of tying a skincare serum directly to the massive cultural trend of GLP-1 weight loss. It identifies a highly specific, newly emerging pain point and offers a targeted solution.",Raw/authentic,The video lacks a Call to Action (CTA) and ends abruptly. It also lacks visual proof (like a before/after) to back up the strong claims about elasticity.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(77).mp4,Dr Terra Winston,"Conversational, Empathetic, Aspirational",SHOP NOW,Yes - Unlock up to 50% OFF,87,"Insecurity (aging, considering fillers) → Fear (horror stories of invasive procedures) → Hope/Discovery (finding a topical alternative) → Validation/Proof (seeing others' results) → Joy/Confidence (feeling younger and radiant) → Action (Discount offer)","Talking Head, Product Demo, Before/After, Testimonial, Split-screen, Text-on-screen",4.0,Bold Claim / Curiosity Gap,"""I'm 50 years old and people don't believe my age.""","The serum works by being ""scientifically created to strengthen and repair the skin's barrier."" It emphasizes repairing the barrier first ""rather than forcing your skin.""","The ad's structure is excellent for direct response marketing. It seamlessly blends problem agitation with a clear solution and overwhelming social proof. The text overlays are well-timed and highlight the most important phrases, ensuring the message is conveyed even if the sound is off. The transition from the ""problem"" to the ""solution"" is handled very effectively.","Safety/Invasiveness: Addresses the desire for results without needles by explicitly saying ""Skip the needle"" and showing negative Google search results for Botox. Skepticism: Features a user who admits to initial doubt (""I thought 'What the heck? I'm gonna give it a try'"") but was ultimately ""shocked"" by the results, validating the viewer's potential hesitation.",Up to 50% off the product.,8.0,Fast,"Aging skin, wrinkles, looking older, and the fear, risks, and ""horror stories"" associated with invasive procedures like Botox or dermal fillers.",Anti-aging face and neck serum,"Multiple user testimonials, clear before/after split-screen photo, visual of a Facebook ad with ""1M"" likes/views, anecdotal stories of dramatic results.","The relatable narrative arc of the first speaker—almost resorting to fillers for her 49th birthday but getting scared off by online horror stories—creates a highly empathetic and compelling setup for the product as the perfect, safe alternative.","A hybrid style. It primarily uses raw, authentic-looking UGC (women in their homes/bathrooms applying the product) mixed with a slightly more polished, pseudo-broadcast split-screen interview format.","The split-screen interview segment (featuring Ellie Christiansen and Dr. Terra Winston) appears slightly unnatural, with lip-syncing that hints at AI generation or dubbing. This uncanny valley effect could break trust for some viewers, contrasting with the authentic feel of the UGC clips."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(78).mp4,None,"Conversational, Educational",CLICK SHOP NOW!,"Yes - ""SALE ENDS TODAY""",55,Curiosity → Excitement → Understanding/Trust → Reassurance → Action,"Voiceover + B-roll, Product Demo, Text-on-screen, Testimonial",4.0,"Curiosity Gap, Social Proof","""People keep asking my mom what she's doing to her neck.""","Clinical-grade red light therapy (630nm wavelength) for collagen stimulation, microcurrent technology for muscle toning, and heat therapy for enhanced circulation, delivered via an ergonomic design.","The ad is highly dynamic, utilizing quick cuts to maintain attention. The text overlays perfectly mirror the key points of the voiceover, ensuring the message is delivered even with sound off. The transition from the lifestyle story to the technical 3D animation is smooth and effectively builds product credibility.","Addresses potential concerns about complexity by stating, ""her favorite thing about it was how easy it was to use"" and ""It's so, so simple.""","50% OFF + FREE GIFTS (specifically mentioned earlier: free luxurious spa headband, 4 hydrating face beauty masks, a real rose quartz gua sha, and free express shipping).",8.0,Fast,"Aging neck skin, sagging jawline, and lack of skin tightness.",Skincare device,"Anecdotal claim in the hook (""People keep asking my mom""), multiple clips of different women using the product, and a large grid montage of diverse users at the end.","The presentation of the ""offer stack"" (the device plus multiple free gifts) right at the beginning of the video, creating immediate high perceived value.","A blend of raw/authentic UGC-style lifestyle clips and polished, high-quality 3D animations demonstrating the scientific mechanism.","The voiceover has a noticeable AI/synthetic quality, which slightly undermines the personal ""my mom"" narrative and overall authenticity."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(79).mp4,B-roll of scientists in a lab; implies authority by claiming major celebrities use it.,"Conversational, Aspirational, Urgent",Tap the link below to claim yours now,Yes - mentions they are running out fast and the next restock could take up to 12 months.,69,Curiosity -> Validation -> Intrigue -> Desire -> Reassurance -> Urgency -> Action,"AI UGC, Talking Head, Voiceover + B-roll, Text-on-screen, Product Demo",5.0,Curiosity Gap,"""When I started using this body oil, my friends literally laughed at me""",It is formulated with 7 of the most nourishing oils in the world that 'flip a switch' in tired-looking skin to activate and unlock a youthful glow.,"The ad follows a highly optimized direct-response formula. It uses fast-paced cuts, text overlays matching the voiceover, and a mix of UGC and stock footage to maintain high visual interest. The transition from building desire to a strong, risk-free, urgent offer is textbook performance marketing.",Addresses purchase risk with a 'no questions asked' money-back guarantee.,"Buy 2 Get 1 Free offer, plus a 100% satisfaction money-back guarantee.",8.0,Fast,"Tired-looking, sagging, and aging skin",Luxury Body Oil,"UGC-style clips of various women showing their glowing skin, images of celebrities (JLo, Jennifer Aniston, Courteney Cox).","The classic 'They laughed at me, but then...' hook combined with the 'hidden in plain sight' celebrity secret angle creates strong initial engagement and watch-time.",Mix of raw/authentic UGC and polished lifestyle/celebrity imagery,"The use of celebrity photos with drawn arrows implies endorsement without actual proof, which may trigger skepticism in savvy viewers. The voiceover also has a slight AI cadence."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(80).mp4,None,Conversational,None explicitly stated,No,31,Curiosity → Shock/Proof → Solution → Desire,"UGC, Talking Head, Product Demo, Before/After",4.0,"Curiosity Gap, Social Proof","""I attached the photo with the date and the time of it."" / ""Reply to Luna🌙's comment OK, I had to watch it again, did you just say three weeks?😲""","The cream helps tighten and tone the skin to improve texture. It is formulated to be thinner and avoids the ""burning sensation"" that is common with other skin-tightening products.","The use of the TikTok comment reply sticker is a highly effective, native hook for short-form social media that instantly builds social proof. The creator's fast-paced, slightly breathless delivery adds to the authentic, ""unscripted"" feel of the video, making it feel more like a genuine recommendation than a traditional advertisement.","Yes, it addresses the common objection that tightening creams have an uncomfortable ""burning sensation"" and are too thick to apply comfortably.",None,7.0,Fast,"Loose, sagging belly skin and uneven skin texture",Skin tightening belly cream,"Before/afters, user comment","The stark visual contrast between the dramatic ""before"" picture in the top corner and her current, much tighter stomach as she rubs the cream in.","Raw/authentic, UGC-style","The video ends very abruptly without a clear Call to Action, and she never explicitly names the brand of the product, which could cause friction for viewers wanting to purchase it."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(81).mp4,None,"Conversational, Relatable, Soft-sell",Implicit,"Yes - scarcity is injected earlier in the video with the phrase ""it sells out all the time,"" encouraging viewers to act quickly if they see it available.",32,Curiosity → Validation → Reassurance → Desire → Action,"Talking Head, Product Demo, UGC, Testimonial",4.5,"Bold Claim, Social Proof","""THE TIGHTENING CREAM EVERYONES TALKING ABOUT..."" Spoken: ""People online are calling this 'botox in a bottle.'""","The product is identified as a ""Firming Peptide Moisturiser."" The inclusion of peptides is the implied scientific mechanism that delivers the ""anti-wrinkle and lifting benefits"" and the instant tightening sensation.","The production quality is intentionally native and unpolished to blend into social media feeds, which is a best practice for UGC ads. The persistent text overlay (""THE TIGHTENING CREAM EVERYONES TALKING ABOUT..."") acts as an anchor for viewers watching with the sound off. The script is highly optimized for direct response, hitting pain points, objections, and benefits efficiently within 30 seconds.","Addresses pregnant women, price (cost-effective alternative to Botox), invasiveness (natural way)",None,8.0,Fast,"Aging skin, wrinkles, loss of skin firmness, and the desire for anti-aging results without resorting to invasive, expensive, or non-pregnancy-safe procedures like Botox injections.",Skincare Cream / Moisturiser,"multiple different women giving positive testimonials, bandwagon claims (""everyone's talking about,"" ""people online are calling this,"" ""it sells out all the time"")","The rapid-fire UGC mashup editing. Seeing multiple different women validate the same ""instant tightening"" claim builds trust much faster than a single spokesperson would.",Raw/authentic and lifestyle-oriented,"The ad lacks a definitive end card, brand logo, or explicit Call-To-Action (like ""Click the link below""). The brand name is also not spoken or clearly highlighted in the text, relying entirely on the viewer clicking the ad unit's button."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(82).mp4,None,"Conversational, Empathetic",Check profile/comments,No,67,Shock → Vulnerability → Frustration → Hope/Proof → Action,"Talking Head, Before/After, Testimonial, Split-screen",4.0,"Transformation Promise, Pattern Interrupt","""KOREAN SKINCARE Transformation. My face looked like this 30 days ago.""","The ad relies on the general efficacy and reputation of ""Korean skincare"" to heal the skin, contrasting it with well-known Western or ""waterless"" beauty brands that failed to deliver results.","The ad perfectly executes the ""car confession"" UGC format, which is highly effective for building trust on platforms like TikTok and Instagram Reels. The strategic use of multiple before/after photos of different women broadens the appeal and validates her claims. Withholding the product name to drive traffic to a pinned post is a common engagement tactic to boost algorithm performance, though it sacrifices direct, immediate conversions.",Addresses skepticism about her claims by stating it's her personal story.,None,8.0,Medium,"Hyperpigmentation, melasma, and a lack of confidence due to skin appearance",Korean skincare routine/products,Before/After photos,"The combination of her confident, bare-faced presentation in natural car lighting alongside the stark, highly visible contrast in her before/after photos makes the transformation incredibly believable.","Raw/authentic, UGC-style","The aggressive, jarring audio clip in the first 5 seconds feels completely disconnected from the calm, sincere tone of the rest of the video. Additionally, not naming the specific products creates friction for viewers who want immediate answers."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(83).mp4,Peer relatability—a 62-year-old woman sharing her authentic personal experience and results.,"Conversational, Empathetic, Educational",None explicit,No,58,Problem/Frustration → Action/Hope → Amazement/Proof → Satisfaction/Commitment,"Talking Head, Before/After, Product Demo, Testimonial",5.0,"Problem Agitation, Transformation Promise","""This is me one week ago. At nearly 62 I have deep creases across my chest from years of side sleeping.""",A silicone chest pad that is applied before sleep to physically smooth out existing wrinkles and prevent new ones from forming while side sleeping.,"The use of dynamic text overlays highlighting key phrases (e.g., ""one week ago"", ""deep creases"", ""reused up to 20 times"") is effective for viewers watching with the sound off. The physical demonstration of applying the pad and placing it back on its storage sheet adds practical value and reinforces the ""reusable"" claim.","Mentions being ""restricted to what I can use on my chest area"" and positions the product as a ""natural way"" to prevent creases. Emphasizes simplicity (""Just apply the patch before going to sleep... Simple""). Highlights that it can be reused up to 20 times.",No specific financial offer is mentioned,8.0,Medium,Deep chest creases and wrinkles caused by aging and side sleeping.,Silicone wrinkle patch/pad,Strong visual before-and-after photos,"The highly compelling and clear before-and-after photos presented alongside a very relatable, specific use-case (side sleeping).",Raw/authentic UGC (User-Generated Content) style,"The complete lack of a Call to Action (CTA) at the end. While the testimonial is convincing, it doesn't direct the viewer on what to do next to purchase the product."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(84).mp4,Brand authority (Peter Thomas Roth),"Conversational, Urgent",Direct recommendation to purchase,No,37,Frustration → Amazement → Confidence,"AI UGC, Talking Head, Product Demo, Before/After, Testimonial",4.0,"Problem Agitation, Transformation Promise","""Hello, eye bags and dark circles. Bye-bye, eye bags and dark circles.""","A ""Temporary Eye Tightener"" formula that ""instantly"" tightens the skin and ""sucks up your eye bag.""","Production Quality: High-quality UGC. The clips are well-lit and clear, focusing right on the problem area. Script Structure: Excellent direct-response structure: Strong visual hook -> Introduce product/claim -> Rapid-fire demonstrations -> Handle objections (makeup, skin types) -> Final benefit statement -> CTA. Text Overlays: Used strategically to reinforce the spoken claims and add authority (e.g., the large ""#1 PRESTIGE..."" graphic). Music: An upbeat, driving electronic track that matches the fast, exciting pace of the video edits.","Addresses 'Will it work for me?' by showing diverse faces and 'ALL SKIN TONES', 'ALL SKIN TYPES'. Addresses 'Can I wear makeup over it?' by user statement. Addresses 'Is it hard to use?' by 'Easy Wear Formula' and showing application.",None,9.0,Fast to Very Fast,"Puffy eye bags, dark circles, fine lines, wrinkles, and crow's feet",Skincare/Cosmetic Eye Treatment,"Rapid montage of many different users, ""#1 PRESTIGE EYE TREATMENT IN THE USA*"" claim","The sheer volume of dramatic, fast-acting before-and-after demonstrations from multiple different people makes the claims feel undeniable.","Fast-paced, TikTok/Reels-style UGC compilation","The extremely fast pacing and highly enthusiastic UGC style might feel slightly overwhelming or overly ""salesy"" to some viewers, potentially triggering skepticism about the ""instant"" claims."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(85).mp4,None,"Conversational, Soft-sell",Implied Recommendation,No,30,Relatability → Demonstration → Transformation → Confident Recommendation,"Talking Head, Product Demo, Testimonial",4.0,Bold Claim,"""This is my routine. This is all I need because I am lazy.""","An ""all-natural"" formulation that provides a ""crazy glow"" and hydrates the skin effectively with minimal effort.","The video relies entirely on the creator's raw authenticity, which works well for top-of-funnel engagement. However, the technical execution is slightly flawed with abrupt jump cuts and overlapping audio transitions that feel glitchy. Adding a clear end card, a text overlay with a website URL, or a specific promotional offer would significantly improve its conversion potential.",Addresses time/effort objection by positioning as solution for 'lazy tomboy'; promises glow without makeup.,None,6.0,Medium,"Complicated skincare routines, dull/pale skin",Facial Serum,"Personal testimonial, real-time visual demonstration","The ""lazy girl/tomboy"" angle is incredibly relatable and serves as a strong anti-marketing hook that makes the creator feel like a trustworthy friend rather than a salesperson.","Raw/authentic, UGC-style, lifestyle","The ad lacks a strong, direct Call to Action (CTA) and does not tell the viewer exactly where or how to purchase the product. The editing is also quite choppy with some awkward audio/visual overlaps."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(86).mp4,Bollywood actress Kriti Sanon (co-founder of the brand),"Educational, Conversational",Shop now on letshyphen.com,No,50,"Problem Identification → Scientific Education → The ""Jackpot"" Reveal → Reassurance → Action","Talking Head, Text-on-screen, Product Demo",4.0,Problem Agitation,"""Pigmentation around the mouth, forehead, pimples ki wajah se dark spots.""",The combination of 3% Tranexamic Acid (to reduce melasma and pigmentation) and 2% Kojic Acid (to target dark spots and brighten the skin tone).,"The script uses ""Hinglish"" (a mix of Hindi and English), which is highly effective for building trust and relatability with the target Indian demographic. The dynamic text overlays are well-timed and effectively highlight the key selling points (the ingredient percentages).",Yes - addresses fear of active ingredients causing irritation by advising to start twice a week and gradually increase use.,None,8.0,Medium,"Hyperpigmentation, dark spots, melasma, uneven skin tone",,Brief inset photo of pigmentation around the mouth to illustrate the problem.,"The seamless blend of celebrity influence with ""skintellectual"" education, where a major celebrity confidently explains specific chemical percentages, elevating brand credibility.","Polished, clean, direct-to-camera, premium lifestyle/celebrity aesthetic","The ad completely lacks visual proof, such as before/after photos or a demonstration of the serum's texture/application, which is a missed opportunity for higher conversion."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(87).mp4,"Celebrity endorsement (Kriti Sanon), but no medical expert.","Educational, Conversational",Shop now,No,44,Curiosity -> Education -> Solution -> Action,"Talking Head, Text-on-screen, Product Demo",4.0,Bold Claim,"""This ingredient is more powerful than Vitamin C and Niacinamide""",It uses 3% Tranexamic acid to stop melanin production and 2% Kojic acid to brighten skin and remove dark spots.,"High production quality with clear audio and video. Text overlays effectively highlight key points and ingredients. The celebrity presence adds credibility, though the lack of visual evidence is a slight drawback.",Addresses potential skin sensitivity for beginners by suggesting starting usage twice a week.,None,7.0,Medium,"Hyperpigmentation, melasma, and dark spots",Depigmentation Serum,None,The bold opening statement that immediately positions the product's ingredients as superior to popular skincare staples like Vitamin C and Niacinamide.,"Clean, polished, well-lit",Lacks visual proof like before/after photos or customer testimonials to back up the strong claims.
